Biogram@Dane prawdziwe@Rezultat@GPT@GPT35@Clarin
Piotrowiczowa_z_Rogolinskich@1863-02-28@True@1863-02-28@1863-02-28@1863-02-28
Pahl_Mikolaj@brak danych@True@brak danych@brak danych@brak danych
Stawski_Stanislaw_h._Korczak@brak danych@True@brak danych@brak danych@brak danych
Szpilman@2000-07-14@True@2000-07-14@2000-07-14@2000-07-14
Cruciger_Feliks@brak danych@True@brak danych@brak danych@brak danych
Lancucki_Wojciech@brak danych@True@brak danych@brak danych@brak danych
Dabrowska_Pelagia@brak danych@True@brak danych@brak danych@brak danych
Niemiryczowa_z_Jelowickich@brak danych@True@brak danych@brak danych@1755-06-09
Stawowy-Wojnarowska_Irena_Barbara@brak danych@True@brak danych@brak danych@brak danych
Librachowa@brak danych@True@brak danych@brak danych@brak danych
Klopffleisch_Wilhelm@brak danych@True@brak danych@brak danych@brak danych
Spettowa@brak danych@True@brak danych@no data@brak danych
Langfort_Teodor_Henryk@brak danych@True@brak danych@brak danych@brak danych
Chrapicki_Mikolaj@brak danych@True@brak danych@brak danych@brak danych
Sedziwoj_z_Legu@brak danych@True@brak danych@brak danych@brak danych
Karlowicz_Jan@brak danych@True@brak danych@brak danych@brak danych
Szumski_Boksa@brak danych@True@brak danych@brak danych@brak danych
Fabijanski_Stanislaw@brak danych@True@brak danych@brak danych@brak danych
Grabski_Jan_Kazimierz@brak danych@True@brak danych@brak danych@brak danych
Suchten@brak danych@True@brak danych@brak danych@brak danych
Koene-Jaski_4@brak danych@True@brak danych@brak danych@brak danych
Sztaffel_Izrael@brak danych@True@brak danych@brak danych@brak danych
Campen_van_der@brak danych@True@brak danych@brak danych@brak danych
Czajewski_Ignacy@brak danych@True@brak danych@brak danych@brak danych
Glowacki_Ignacy@brak danych@True@brak danych@brak danych@brak danych
Dabrowski_Adam@brak danych@True@brak danych@brak danych@brak danych
Lesikowski_Stanislaw@brak danych@True@brak danych@brak danych@brak danych
Festenburg_de_Gérard@brak danych@True@brak danych@brak danych@brak danych
Ewild_al_Eywild@brak danych@True@brak danych@brak danych@brak danych
Sowinski_Leonard@brak danych@True@brak danych@brak danych@brak danych
Slizien_Stefan_Jan@brak danych@True@brak danych@brak danych@brak danych
Semadeni_Irena@brak danych@True@brak danych@brak danych@brak danych
Golaski_Jan@brak danych@True@brak danych@brak danych@brak danych
Charbinowski_Bartosz@brak danych@True@brak danych@brak danych@brak danych
Stawska_Paulina@brak danych@True@brak danych@brak danych@1934-11-06
Han_Herman@brak danych@True@brak danych@brak danych@brak danych
Spira_Natan_ben@brak danych@True@brak danych@brak danych@brak danych
Fenenna@brak danych@True@brak danych@brak danych@brak danych
Kapusta_Lawryn@brak danych@True@brak danych@brak danych@brak danych
Curie_Maria@1934-07-06@True@1934-07-06@1934-07-06@brak danych
Przezdrzew_z_Ostrowa@brak danych@True@brak danych@brak danych@brak danych
Spektor_Mordechaj@brak danych@True@brak danych@brak danych@brak danych
Maciej@brak danych@True@brak danych@brak danych@brak danych
Potocki_Antoni_Michal@brak danych@True@brak danych@brak danych@brak danych
Radziejowski_Mikolaj_h@brak danych@True@brak danych@brak danych@brak danych
Orlik_Filip_h@brak danych@True@brak danych@brak danych@brak danych
Sulimirski_Tadeusz_Jozef@1983-09-06@True@1983-09-06@1983-09-06@1983-09-06
Dedko_Dymitr@brak danych@True@brak danych@brak danych@brak danych
Guicciardini_Galeazzo@brak danych@True@brak danych@brak danych@brak danych
Gorecka_Ludwika_z@brak danych@True@brak danych@brak danych@brak danych
Suryn_Eliasz_Wladyslaw@brak danych@True@brak danych@brak danych@brak danych
Morteski_Ludwik_z@brak danych@True@brak danych@brak danych@brak danych
Maciej_z_Makolina@brak danych@True@brak danych@brak danych@brak danych
Lee_Karol@brak danych@True@brak danych@brak danych@brak danych
Rusin@brak danych@True@brak danych@brak danych@brak danych
Landowska_Wanda_Aleksandra@brak danych@True@brak danych@brak danych@brak danych
Sarnowska@brak danych@True@brak danych@brak danych@brak danych
Moscicki_Ignacy@brak danych@True@brak danych@brak danych@brak danych
Katarzyna_Jagiellonka@brak danych@True@brak danych@brak danych@1583-01-DD
Slupecki_Kazimierz@brak danych@True@brak danych@brak danych@brak danych
Symeon@brak danych@True@brak danych@brak danych@brak danych
Sygryda@brak danych@True@brak danych@brak danych@brak danych
Skiba_Antoni@brak danych@True@brak danych@brak danych@brak danych
Hincza_z_Rogowa@brak danych@True@brak danych@brak danych@brak danych
Jaksa_z_Miechowa@brak danych@True@brak danych@brak danych@brak danych
Braun_Stanislaw@brak danych@True@brak danych@brak danych@brak danych
Kunicki_Tadeusz@brak danych@True@brak danych@brak danych@brak danych
Puttkamerowa_z_Wereszczakow@brak danych@True@brak danych@brak danych@brak danych
Pichgiel@brak danych@True@brak danych@1700-09-29@brak danych
Jadwiga_Jagiellonka@brak danych@True@brak danych@brak danych@brak danych
Farurej_Jan_z@brak danych@True@brak danych@brak danych@brak danych
Faleta@brak danych@True@brak danych@brak danych@brak danych
Mikolaj_z_Woli@brak danych@True@brak danych@brak danych@brak danych
Maria_Jozefa@brak danych@True@brak danych@brak danych@brak danych
Bartels@brak danych@True@brak danych@brak danych@brak danych
Kuropatwa_Jasko_z@brak danych@True@brak danych@brak danych@brak danych
Siegniew_z_Greboszowa@brak danych@True@brak danych@brak danych@brak danych
Aloe@brak danych@True@brak danych@brak danych@brak danych
Gladysz_Jan_h@brak danych@True@brak danych@brak danych@brak danych
Sapieha_Jan_Fryderyk@brak danych@True@brak danych@brak danych@brak danych
Sapieha_Adam@brak danych@True@brak danych@brak danych@brak danych
Schulboym_Mosze@brak danych@True@brak danych@brak danych@brak danych
Daszynski_Ignacy@brak danych@True@brak danych@brak danych@brak danych
Mieszko_III_Stary@brak danych@True@brak danych@brak danych@brak danych
Maciejewiczowa_z_Moszczynskich@None@True@None@brak danych@brak danych
Grabczewski_Bronislaw@brak danych@True@brak danych@brak danych@brak danych
Lachowski@brak danych@True@brak danych@brak danych@brak danych
Sokolowski_Marcin@brak danych@True@brak danych@brak danych@brak danych
Dymitr_Olgierdowicz_Starszy@brak danych@True@brak danych@brak danych@brak danych
Slaska@brak danych@True@brak danych@brak danych@brak danych
Niesiolowski_Kazimierz_Ignacy@brak danych@True@brak danych@brak danych@brak danych
Godebski_Franciszek_Ksawery@brak danych@True@brak danych@brak danych@brak danych
Sapiezyna_z_Branickich@brak danych@True@brak danych@brak danych@brak danych
Szczubiol_Andrzej_z@brak danych@True@brak danych@brak danych@brak danych
Mielecki_Stanislaw_h@brak danych@True@brak danych@1532 (po)@brak danych
Onolf@brak danych@True@brak danych@brak danych@brak danych
Rosicki_Andrzej@brak danych@True@brak danych@brak danych@brak danych
Slowicki_Jozef@brak danych@True@brak danych@brak danych@brak danych
Gramz_Boleslaw@brak danych@True@brak danych@brak danych@brak danych
Dyjakiewicz_z_Kolimata@brak danych@True@brak danych@brak danych@brak danych
Przewoska_Maria_Czeslawa@brak danych@True@brak danych@brak danych@brak danych
Rokosz_Jan@brak danych@True@brak danych@brak danych@brak danych
Swach@brak danych@True@brak danych@no data@brak danych
Goldman_Jan@brak danych@True@brak danych@brak danych@brak danych
Decjusz_1@brak danych@True@brak danych@brak danych@brak danych
Sniadecka_Kornelia_Ludwika@1866-02-24@True@1866-02-24@1866-02-24@1866-02-24
Krumhausen_Gabriel@brak danych@True@brak danych@brak danych@brak danych
Swirski_Jerzy_Wlodzimierz@brak danych@True@brak danych@no data@brak danych
Norwid_Franciszek_Ksawery@brak danych@True@brak danych@brak danych@brak danych
Stanislaw_Cielatko_z@brak danych@True@brak danych@brak danych@brak danych
Dekan_Jan@brak danych@True@brak danych@brak danych@brak danych
Szapira@1933-10-29@True@1933-10-29@1933-10-29@1933-10-29
Siemikowski_Wojciech_h@brak danych@True@brak danych@brak danych@brak danych
Gotland_Jan_mlodszy@brak danych@True@brak danych@brak danych@brak danych
Smieszkowic_Mikolaj@1637-09-08@False@1637-09-08@brak danych@brak danych
Cygan_Antoni@brak danych@True@brak danych@brak danych@brak danych
Drzewiecki_Henryk@brak danych@True@brak danych@brak danych@brak danych
Sokolak_Henryk@brak danych@True@brak danych@brak danych@brak danych
Siemienowska_Anna@brak danych@True@brak danych@no data@brak danych
Rudzinska_z_Januchtow@brak danych@True@brak danych@no data@brak danych
Piotr_Nagorka_z@brak danych@True@brak danych@brak danych@brak danych
Jakub_z_Zalesia@brak danych@True@brak danych@brak danych@brak danych
Dawison_Bogumil@brak danych@False@brak danych@brak danych@brak danych
Lezenski_1@brak danych@True@brak danych@brak danych@brak danych
Gomolinski_Karol_h@brak danych@True@brak danych@1784-11-22@brak danych
Stanczakowa_ze_Strancmanow@brak danych@True@brak danych@brak danych@brak danych
Kozlowski_Mikolaj_h@brak danych@True@brak danych@brak danych@brak danych
Bartoszewski_Jan@brak danych@True@brak danych@brak danych@brak danych
Szczygielska@brak danych@True@brak danych@no data@brak danych
Rudzki-Wezyk_Jan@brak danych@True@brak danych@brak danych@brak danych
Szenirer_Sara@brak danych@True@brak danych@no data@1935-03-14
Niewiadomska_Cecylia@brak danych@True@brak danych@brak danych@brak danych
Grzegorzewski_Jan@brak danych@True@brak danych@brak danych@brak danych
Mierzenski_Aleksander_h@brak danych@True@brak danych@brak danych@brak danych
Sudywoj@brak danych@True@brak danych@brak danych@brak danych
Konarski_Hieronim@1773-08-05@True@1773-08-05@1773-08-05@brak danych
Szapocznikow_Alina@1973-03-06@True@1973-03-06@1973-03-06@1973-03-06
Kliszewska_z_Wesolowskich@brak danych@True@brak danych@brak danych@brak danych
Korczak_Jozef@brak danych@True@brak danych@brak danych@brak danych
Ludwik_I@brak danych@True@brak danych@brak danych@brak danych
Szulc_w_zak._Tomasz@brak danych@True@brak danych@brak danych@brak danych
Stanislaw_August_Poniatowski@1995-02-14@True@1995-02-14@1798-03-08@brak danych
Podfilipski_Jakub_h@brak danych@True@brak danych@brak danych@brak danych
Rehbinder@brak danych@True@brak danych@brak danych@brak danych
Klimowicz_Stanislaw@brak danych@True@brak danych@brak danych@brak danych
Klokocki_Kazimierz_Krzysztof@1685-02-20@True@1685-02-20@1685-02-20@1685-02-20
Gedko@brak danych@True@brak danych@brak danych@brak danych
Spycigniew_z_Dabrowy@brak danych@True@brak danych@brak danych@brak danych
Basaeus@brak danych@True@brak danych@brak danych@brak danych
Schnayder_Jerzy_Edward@brak danych@True@brak danych@brak danych@brak danych
Sokolowska-Luszczewska_Halina@brak danych@True@brak danych@brak danych@brak danych
Schirmer@brak danych@True@brak danych@brak danych@brak danych
Kakowski_Aleksander@brak danych@True@brak danych@brak danych@brak danych
Pahr@brak danych@True@brak danych@brak danych@brak danych
Rotundus_Mieleski_Augustyn@brak danych@True@brak danych@brak danych@brak danych
Firlej_Jan_z@lub 28 sierpnia 1574-08-27@True@lub 28 sierpnia 1574-08-27@1574-08-27 (lub 28 sierpnia)@brak danych
Rossi_Piotr@brak danych@True@brak danych@brak danych@brak danych
Ossolinski_Jerzy_h@brak danych@True@brak danych@1650 (po)@brak danych
Dynowska_Maria@brak danych@True@brak danych@brak danych@brak danych
Rullus_Jan@brak danych@True@brak danych@brak danych@brak danych
Dalbor_Maksymilian@brak danych@True@brak danych@brak danych@brak danych
Nieustep@brak danych@True@brak danych@brak danych@brak danych
Gniewosz_z_Dalewic@brak danych@True@brak danych@brak danych@brak danych
Dzierzek_Natalia@brak danych@True@brak danych@brak danych@brak danych
Sieniawska_z_Chodkiewiczow@1633-05-12@True@1633-05-12@1633-05-12@1633-05-12
Siemowit_VI@1462-01-04@True@1462-01-04@1462-01-04@1462-01-04
Szymkowicz_Poszuszwienski_Mikolaj@brak danych@True@brak danych@brak danych@brak danych
Fiorentini_Wladyslaw@brak danych@True@brak danych@no data@brak danych
Leymiter_Stanislaw@brak danych@True@brak danych@brak danych@brak danych
Snigurski_Jan@data ekshumacji i ponownego pochówku 1897-10-07@True@data ekshumacji i ponownego pochówku 1897-10-07@1847-10-07 (ekshumacja i przeniesienie szczątków do obecnej archikatedry greckokatolickiej)@brak danych
Kozniewska-Kalinowska_Maria@brak danych@True@brak danych@brak danych@brak danych
Szembek@brak danych@True@brak danych@brak danych@brak danych
Szujski_Konstanty@brak danych@True@brak danych@brak danych@brak danych
Strzelecki_Wieslaw_Marian@1986-11-06@True@1986-11-06@1986-11-06@1986-11-06
Bialecka_Kolumba@brak danych@True@brak danych@brak danych@brak danych
Szymon_z_Sierpca@brak danych@True@brak danych@brak danych@brak danych
Siemowit@brak danych@True@brak danych@brak danych@brak danych
Rudzinski_Mieczyslaw@brak danych@True@brak danych@brak danych@brak danych
Eufrozyna@brak danych@True@brak danych@brak danych@brak danych
Renard_Benedykt_h@brak danych@True@brak danych@brak danych@brak danych
Gladysz_Jan@brak danych@True@brak danych@1830-05 (po)@brak danych
Czartoryski_Adam_Jerzy@brak danych@True@brak danych@brak danych@brak danych
Machwic@brak danych@True@brak danych@brak danych@brak danych
Migowa_z_Gancwohlow@brak danych@True@brak danych@brak danych@brak danych
Stanislaw@brak danych@True@brak danych@brak danych@brak danych
Stawrowiecki_Cyryl_Trankwillion@brak danych@True@brak danych@brak danych@brak danych
Kalinski_Seweryn_Mikolaj@brak danych@True@brak danych@brak danych@brak danych
Motty_Jan_Chrzciciel@brak danych@True@brak danych@brak danych@brak danych
Ordonowna_Hanka_z@brak danych@True@brak danych@brak danych@brak danych
Szeptycki_Bazyli@1715-07-15@True@1715-07-15@1715-07-15@1715-07-15
Popiel@brak danych@True@brak danych@brak danych@brak danych
Izrael_ben_Mosze@brak danych@True@brak danych@brak danych@brak danych
Prastel@brak danych@True@brak danych@brak danych@brak danych
Federowicz_Ignacy@brak danych@True@brak danych@brak danych@brak danych
Adam_Waclaw@1618-04-04@True@1618-04-04@1618-04-04@brak danych
Potocki_Artur_1@brak danych@True@brak danych@brak danych@brak danych
Podfilipski_Michal_h@brak danych@True@brak danych@brak danych@brak danych
Slop@brak danych@True@brak danych@brak danych@brak danych
Mostowska_z_Bujwidow@brak danych@True@brak danych@brak danych@brak danych
Slomowski_Stanislaw_h@brak danych@True@brak danych@brak danych@brak danych
Kamienski_Antoni_h@brak danych@True@brak danych@brak danych@brak danych
Erlichshausen_v_Ludwik@brak danych@True@brak danych@brak danych@brak danych
Kalinowski_Wincenty_Konstanty@1864-03-22@False@1864-03-22@brak danych@brak danych
Szymanowski_Antoni@1985-10-29@True@1985-10-29@1985-10-29@1985-10-29
Potocki_Jan_Nepomucen_1@brak danych@True@brak danych@no data@brak danych
Fuzorius_Bartlomiej@brak danych@True@brak danych@brak danych@brak danych
Patruus@brak danych@True@brak danych@brak danych@brak danych
Kopernik_Mikolaj@brak danych@True@brak danych@no data@brak danych
Strzelicz@brak danych@True@brak danych@brak danych@brak danych
Szymon_ze_Stobnicy@brak danych@True@brak danych@brak danych@brak danych
Cieciura_Tymofiej@brak danych@True@brak danych@brak danych@brak danych
Radziwillowa_Maria_Roza@brak danych@True@brak danych@brak danych@brak danych
Kolberg_Wilhelm_Karol@brak danych@True@brak danych@brak danych@brak danych
Rejment-Grochowska_Irena@brak danych@True@brak danych@brak danych@brak danych
Gadebusch_Jakub@brak danych@True@brak danych@brak danych@brak danych
